,ticker,recommendation date,recommendation,subsector,averageVolume10days,price_0406,price_0405,price_0204,price_1403,price_2412,free_cash_flow,short_term_debt,long_term_debt,ebitda,market_cap,sector,debt/ebitda,debt/cash,up,text,size,color
386,GCP,2020-03-23 17:26:47,Hold,Specialty Chemicals,292650,21.36,16.75,15.76,19.42,22.45,2.7,8.1,346.5,79.0,1480.0,Basic Materials,4.488607594936709,131.33333333333334,0.051029962546816465,Ticker:GCP<br>Subsector:Specialty Chemicals<br>YF Recomm:Hold<br>YF Recomm Date:2020-03-23 17:26:47<br>averageVolume10days:292650<br>Down:0.051029962546816465,1.0205992509363293,
388,GD,2020-06-04 12:12:57,Positive,Aerospace & Defense,1426937,164.37,124.78,126.36,138.5,177.27,1994.0,2920.0,9010.0,5477.0,44530.0,Industrials,2.1781997443856125,5.982948846539619,0.07848147472166467,Ticker:GD<br>Subsector:Aerospace & Defense<br>YF Recomm:Positive<br>YF Recomm Date:2020-06-04 12:12:57<br>averageVolume10days:1426937<br>Down:0.07848147472166467,1.5696294944332934,
389,GE,2020-04-30 13:02:54,Neutral,Specialty Industrial Machinery,122734737,8.45,6.21,7.04,7.85,11.15,2959.0,22072.0,67155.0,6744.0,64379.99999999999,Industrials,13.230575326215895,30.15444406894221,0.319526627218935,Ticker:GE<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-30 13:02:54<br>averageVolume10days:122734737<br>Down:0.319526627218935,6.3905325443787,
391,GM,2020-05-11 12:37:24,Neutral,Auto Manufacturers,15294512,31.0,20.75,19.26,24.71,36.33,7429.0,1897.0,12489.0,19599.0,41600.0,Consumer Cyclical,0.7340170416858003,1.9364652039305426,0.1719354838709677,Ticker:GM<br>Subsector:Auto Manufacturers<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-11 12:37:24<br>averageVolume10days:15294512<br>Down:0.1719354838709677,3.4387096774193537,
392,GCO,2020-04-06 19:57:19,Positive,Apparel Retail,389987,25.44,17.3,11.61,22.1,49.55,87.4,0.0,14.39,133.3,350.0,Consumer Cyclical,0.10795198799699925,0.16464530892448512,0.9477201257861634,Ticker:GCO<br>Subsector:Apparel Retail<br>YF Recomm:Positive<br>YF Recomm Date:2020-04-06 19:57:19<br>averageVolume10days:389987<br>Down:0.9477201257861634,18.954402515723267,
393,GPC,2020-05-06 17:43:39,Hold,Specialty Retail,864762,94.11,74.96,62.18,78.57,104.65,594.14,624.04,2802.06,1100.59,12860.0,Consumer Cyclical,3.1129666815071917,5.7664860133975155,0.11199659972372755,Ticker:GPC<br>Subsector:Specialty Retail<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-06 17:43:39<br>averageVolume10days:864762<br>Down:0.11199659972372755,2.239931994474551,
396,GKOS,2020-05-05 13:53:14,Neutral,Medical Instruments & Supplies,638037,44.04,34.58,28.78,40.25,56.81,-5.12,0.0,14.2,-40.77,1980.0,Healthcare,-0.3482953151827324,-2.7734375,0.28996366939146245,Ticker:GKOS<br>Subsector:Medical Instruments & Supplies<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-05 13:53:14<br>averageVolume10days:638037<br>Down:0.28996366939146245,5.799273387829249,
397,GBT,2020-05-07 14:22:30,Outperform,Biotechnology,744962,64.89,77.7,48.73,54.37,80.23,-197.88,1.9,73.56,-269.25,4070.0000000000005,Healthcare,-0.2802599814298979,-0.3813422276126946,0.23640006164278016,Ticker:GBT<br>Subsector:Biotechnology<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-07 14:22:30<br>averageVolume10days:744962<br>Down:0.23640006164278016,4.728001232855603,
399,GL,2020-04-24 16:19:48,Hold,Insurance—Life,616887,87.36,78.56,65.83,71.38,105.31,1321.67,298.74,1348.99,1483.01,8610.0,Financial Services,1.111071402080903,1.2467030347968857,0.20547161172161177,Ticker:GL<br>Subsector:Insurance—Life<br>YF Recomm:Hold<br>YF Recomm Date:2020-04-24 16:19:48<br>averageVolume10days:616887<br>Down:0.20547161172161177,4.109432234432235,
400,GMS,2020-04-17 16:29:48,Neutral,Building Products & Equipment,358342,24.0,17.73,14.51,15.91,27.06,174.84,42.12,1099.08,267.99,920.0,Industrials,4.258367849546624,6.527110501029512,0.12749999999999995,Ticker:GMS<br>Subsector:Building Products & Equipment<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-17 16:29:48<br>averageVolume10days:358342<br>Down:0.12749999999999995,2.549999999999999,
403,GT,2020-05-05 12:41:42,Hold,Auto Parts,5688150,9.4,6.36,5.69,7.21,14.87,105.0,410.0,5110.0,1804.0,2029.9999999999998,Consumer Cyclical,3.059866962305987,52.57142857142857,0.5819148936170211,Ticker:GT<br>Subsector:Auto Parts<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-05 12:41:42<br>averageVolume10days:5688150<br>Down:0.5819148936170211,11.638297872340422,
405,GOSS,2020-05-20 09:39:34,Outperform,Biotechnology,727362,12.62,13.57,9.52,10.73,16.4,-147.8,2.35,28.46,-180.45,960.0,Healthcare,-0.17073981712385705,-0.2084573748308525,0.2995245641838351,Ticker:GOSS<br>Subsector:Biotechnology<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-20 09:39:34<br>averageVolume10days:727362<br>Down:0.2995245641838351,5.990491283676702,
408,GVA,2020-04-01 12:55:27,Neutral,Engineering & Construction,454787,20.9,15.5,15.41,12.6,27.53,-24.71,47.29,335.12,175.59,890.0,Industrials,2.177857508969759,-15.475920679886686,0.3172248803827753,Ticker:GVA<br>Subsector:Engineering & Construction<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-01 12:55:27<br>averageVolume10days:454787<br>Down:0.3172248803827753,6.344497607655506,
410,GBX,2020-04-15 13:06:46,Outperform,Railroads,676287,27.14,16.35,16.3,18.43,31.49,-219.47,27.11,822.88,267.85,810.0,Industrials,3.173380623483293,-3.8729211281724156,0.160280029476787,Ticker:GBX<br>Subsector:Railroads<br>YF Recomm:Outperform<br>YF Recomm Date:2020-04-15 13:06:46<br>averageVolume10days:676287<br>Down:0.160280029476787,3.20560058953574,
411,GSKY,2020-05-13 15:48:06,Equal-Weight,Software—Infrastructure,1358112,5.32,4.15,3.64,5.25,9.2,137.95,0.0,384.5,129.93,820.0,Technology,2.959285769260371,2.7872417542587895,0.7293233082706765,Ticker:GSKY<br>Subsector:Software—Infrastructure<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-13 15:48:06<br>averageVolume10days:1358112<br>Down:0.7293233082706765,14.58646616541353,
412,GEF,2020-05-08 10:08:18,Underweight,Packaging & Containers,258471,39.82,32.04,28.49,27.57,44.47,232.7,83.7,2659.0,605.2,1830.0,Consumer Cyclical,4.531890284203568,11.786420283626986,0.11677548970366636,Ticker:GEF<br>Subsector:Packaging & Containers<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-08 10:08:18<br>averageVolume10days:258471<br>Down:0.11677548970366636,2.335509794073327,
413,GPI,2020-05-18 12:20:44,Overweight,Auto & Truck Dealerships,307687,78.82,53.71,41.0,51.74,99.86,0.0,354.7,1137.7,0.0,1350.0,Consumer Cyclical,inf,inf,0.26693732555189054,Ticker:GPI<br>Subsector:Auto & Truck Dealerships<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-18 12:20:44<br>averageVolume10days:307687<br>Down:0.26693732555189054,5.338746511037811,
415,GSH,2014-04-11 07:03:44,Buy,Railroads,33862,9.8,10.03,10.24,11.75,16.9,132.76,0.0,0.0,154.77,2050.0,Industrials,0.0,0.0,0.7244897959183672,Ticker:GSH<br>Subsector:Railroads<br>YF Recomm:Buy<br>YF Recomm Date:2014-04-11 07:03:44<br>averageVolume10days:33862<br>Down:0.7244897959183672,14.489795918367342,#09f349
418,HRB,2020-04-07 12:17:43,Equal-Weight,Personal Services,2605150,19.19,16.5,12.98,17.2,23.05,511.05,204.98,1492.63,711.86,3480.0,Consumer Cyclical,2.384752619897171,3.321808042265923,0.2011464304325168,Ticker:HRB<br>Subsector:Personal Services<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-04-07 12:17:43<br>averageVolume10days:2605150<br>Down:0.2011464304325168,4.022928608650336,
419,HAE,2020-05-06 11:28:47,Outperform,Medical Instruments & Supplies,526412,99.59,110.06,91.62,93.2,117.99,109.46,76.98,305.51,213.64,5180.0,Healthcare,1.7903482493915,3.4943358304403436,0.1847575057736719,Ticker:HAE<br>Subsector:Medical Instruments & Supplies<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-06 11:28:47<br>averageVolume10days:526412<br>Down:0.1847575057736719,3.695150115473438,
421,HAL,2020-05-29 13:08:32,Market Perform,Oil & Gas Equipment & Services,22530400,14.22,9.99,6.58,7.12,24.54,915.0,208.0,10316.0,1177.0,11470.0,Energy,8.941376380628718,11.501639344262296,0.7257383966244724,Ticker:HAL<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Market Perform<br>YF Recomm Date:2020-05-29 13:08:32<br>averageVolume10days:22530400<br>Down:0.7257383966244724,14.514767932489448,
423,HBI,2020-05-04 14:15:17,Neutral,Apparel Manufacturing,11311425,12.66,9.34,7.26,9.51,14.33,702.35,4.24,3256.87,1031.43,4190.0,Consumer Cyclical,3.161736618093326,4.6431408841745565,0.13191153238546605,Ticker:HBI<br>Subsector:Apparel Manufacturing<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-04 14:15:17<br>averageVolume10days:11311425<br>Down:0.13191153238546605,2.638230647709321,
424,HOG,2020-05-05 13:02:22,Buy,Recreational Vehicles,6548562,26.63,20.29,17.27,23.7,37.39,992.4,1748.11,5124.83,555.61,3720.0,Consumer Cyclical,12.370079732186245,6.925574365175332,0.40405557641757417,Ticker:HOG<br>Subsector:Recreational Vehicles<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-05 13:02:22<br>averageVolume10days:6548562<br>Down:0.40405557641757417,8.081111528351483,#09f349
425,HSC,2020-04-02 10:25:10,Overweight,Specialty Industrial Machinery,995575,13.59,8.72,6.21,7.31,23.51,-186.45,2.67,775.5,242.67,980.0,Industrials,3.206700457411299,-4.173612228479485,0.7299484915378955,Ticker:HSC<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-02 10:25:10<br>averageVolume10days:995575<br>Down:0.7299484915378955,14.59896983075791,
426,HIG,2020-05-05 12:36:31,Buy,Insurance—Diversified,4087487,47.61,35.1,33.18,42.17,59.23,2721.0,413.0,4265.0,3716.0,15070.0,Financial Services,1.258880516684607,1.719220874678427,0.2440663726107959,Ticker:HIG<br>Subsector:Insurance—Diversified<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-05 12:36:31<br>averageVolume10days:4087487<br>Down:0.2440663726107959,4.881327452215918,#09f349
427,HAS,2020-05-26 14:03:21,Buy,Leisure,1296587,79.43,69.07,69.43,54.51,103.55,519.42,0.5,4046.46,918.42,10580.0,Consumer Cyclical,4.406437142048301,7.7913056871125494,0.30366360317260477,Ticker:HAS<br>Subsector:Leisure<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 14:03:21<br>averageVolume10days:1296587<br>Down:0.30366360317260477,6.073272063452095,#09f349
428,FUL,2020-04-17 09:02:12,Overweight,Specialty Chemicals,382487,44.4,34.79,25.79,31.94,51.48,207.19,65.0,1898.38,314.03,2140.0,Basic Materials,6.252205203324524,9.476229547758097,0.15945945945945939,Ticker:FUL<br>Subsector:Specialty Chemicals<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-17 09:02:12<br>averageVolume10days:382487<br>Down:0.15945945945945939,3.1891891891891877,
429,HCA,2020-05-20 13:43:09,Buy,Medical Care Facilities,2048871,112.51,103.61,83.73,104.28,148.26,3444.0,145.0,33577.0,7870.0,36440.0,Healthcare,4.284879288437103,9.791521486643438,0.31774953337481104,Ticker:HCA<br>Subsector:Medical Care Facilities<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-20 13:43:09<br>averageVolume10days:2048871<br>Down:0.31774953337481104,6.354990667496221,#09f349
430,HDS,2020-05-26 11:32:25,Neutral,Industrial Distribution,1234725,36.61,28.75,25.7,31.7,40.18,571.0,11.0,2035.0,836.0,5540.0,Industrials,2.4473684210526314,3.583187390542907,0.09751434034416828,Ticker:HDS<br>Subsector:Industrial Distribution<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-26 11:32:25<br>averageVolume10days:1234725<br>Down:0.09751434034416828,1.9502868068833656,
433,HQY,2020-06-03 14:47:35,Overweight,Health Information Services,1214662,60.43,51.62,43.92,53.99,74.72,88.59,39.06,1181.62,132.36,4150.0,Healthcare,9.222423692958596,13.778981826391238,0.23647195101770646,Ticker:HQY<br>Subsector:Health Information Services<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-03 14:47:35<br>averageVolume10days:1214662<br>Down:0.23647195101770646,4.729439020354129,
434,HP,2020-05-28 13:02:34,Neutral,Oil & Gas Drilling,3162775,27.49,17.27,13.62,16.75,42.75,397.35,0.0,479.36,585.12,2440.0,Energy,0.8192507519824993,1.2063923493142066,0.5551109494361588,Ticker:HP<br>Subsector:Oil & Gas Drilling<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-28 13:02:34<br>averageVolume10days:3162775<br>Down:0.5551109494361588,11.102218988723177,
436,HCCI,2020-05-01 12:40:27,Hold,Waste Management,58050,17.17,17.03,15.5,17.62,31.62,21.96,2.25,29.35,31.11,380.0,Industrials,1.01575056252009,1.4389799635701275,0.8415841584158414,Ticker:HCCI<br>Subsector:Waste Management<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-01 12:40:27<br>averageVolume10days:58050<br>Down:0.8415841584158414,16.83168316831683,
437,MLHR,2020-02-03 13:27:11,Buy,Business Equipment & Supplies,675900,26.74,21.49,20.66,22.77,42.43,125.8,0.0,281.9,275.6,1470.0,Industrials,1.0228592162554424,2.240858505564388,0.5867614061331339,Ticker:MLHR<br>Subsector:Business Equipment & Supplies<br>YF Recomm:Buy<br>YF Recomm Date:2020-02-03 13:27:11<br>averageVolume10days:675900<br>Down:0.5867614061331339,11.735228122662678,#09f349
438,HSY,2020-05-08 12:35:40,Equal-Weight,Confectioners,1545787,134.05,130.48,130.88,139.02,144.75,1445.68,703.39,3530.81,1887.5,27920.0,Consumer Defensive,2.2432847682119204,2.9288639256266946,0.0798209623274897,Ticker:HSY<br>Subsector:Confectioners<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-08 12:35:40<br>averageVolume10days:1545787<br>Down:0.0798209623274897,1.596419246549794,
439,HPE,2020-05-26 09:00:39,Neutral,Communication Equipment,15548637,11.17,9.38,9.58,9.86,15.67,1141.0,4425.0,9395.0,3809.0,13280.0,Technology,3.6282488842215805,12.112182296231376,0.4028648164726947,Ticker:HPE<br>Subsector:Communication Equipment<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-26 09:00:39<br>averageVolume10days:15548637<br>Down:0.4028648164726947,8.057296329453894,
440,HRC,2020-05-04 14:33:41,Buy,Medical Instruments & Supplies,551962,102.81,105.82,104.12,89.04,113.73,310.9,660.4,1783.1,518.0,6760.0,Healthcare,4.717181467181467,7.859440334512706,0.1062153487014883,Ticker:HRC<br>Subsector:Medical Instruments & Supplies<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-04 14:33:41<br>averageVolume10days:551962<br>Down:0.1062153487014883,2.124306974029766,#09f349
441,HGV,2020-05-05 12:46:32,Neutral,Resorts & Casinos,1106928,26.12,18.31,14.84,19.02,34.48,108.0,0.0,828.0,334.0,2020.0,Consumer Cyclical,2.4790419161676644,7.666666666666667,0.3200612557427258,Ticker:HGV<br>Subsector:Resorts & Casinos<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-05 12:46:32<br>averageVolume10days:1106928<br>Down:0.3200612557427258,6.401225114854516,
444,HHC,2020-04-13 12:32:55,Neutral,Real Estate—Diversified,1414325,66.77,52.42,46.82,83.11,124.05,207.73,0.0,4096.47,317.21,3220.0,Real Estate,12.914063238863847,19.720165599576376,0.8578703010333983,Ticker:HHC<br>Subsector:Real Estate—Diversified<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-13 12:32:55<br>averageVolume10days:1414325<br>Down:0.8578703010333983,17.157406020667967,
445,HPQ,2020-05-28 16:38:02,Hold,Computer Hardware,23912562,17.2,14.9,14.84,17.18,20.37,3983.0,357.0,4780.0,4621.0,24110.0,Technology,1.1116641419606146,1.2897313582726588,0.18430232558139537,Ticker:HPQ<br>Subsector:Computer Hardware<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-28 16:38:02<br>averageVolume10days:23912562<br>Down:0.18430232558139537,3.6860465116279073,
446,HNP,2020-02-19 15:11:36,Neutral,Utilities—Independent Power Producers,33000,15.63,14.2,13.24,14.67,20.01,1192.74,14065.78,22508.37,4764.98,6020.0,Utilities,7.675614588099006,30.66397538440901,0.2802303262955854,Ticker:HNP<br>Subsector:Utilities—Independent Power Producers<br>YF Recomm:Neutral<br>YF Recomm Date:2020-02-19 15:11:36<br>averageVolume10days:33000<br>Down:0.2802303262955854,5.604606525911708,
448,HUBB,2020-05-01 14:00:08,Overweight,Electrical Equipment & Parts,427137,138.04,119.13,109.45,118.28,146.71,420.9,56.1,1737.1,705.3,7110.0,Industrials,2.5424641996313624,4.26039439296745,0.06280788177339924,Ticker:HUBB<br>Subsector:Electrical Equipment & Parts<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-01 14:00:08<br>averageVolume10days:427137<br>Down:0.06280788177339924,1.2561576354679849,
451,HBAN,2020-05-15 14:18:19,Neutral,Banks—Regional,11827375,11.37,8.43,7.45,9.33,14.85,1616.0,2017.0,8625.0,2121.0,10040.0,Financial Services,5.017444601603017,6.58539603960396,0.30606860158311355,Ticker:HBAN<br>Subsector:Banks—Regional<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-15 14:18:19<br>averageVolume10days:11827375<br>Down:0.30606860158311355,6.121372031662271,
452,HII,2020-05-22 09:59:31,Hold,Aerospace & Defense,382487,205.78,179.08,172.27,177.73,253.02,366.0,0.0,1286.0,966.0,8080.0,Industrials,1.3312629399585922,3.5136612021857925,0.2295655554475653,Ticker:HII<br>Subsector:Aerospace & Defense<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-22 09:59:31<br>averageVolume10days:382487<br>Down:0.2295655554475653,4.591311108951306,
453,HURN,2020-05-01 11:09:35,Hold,Consulting Services,196950,46.2,43.72,43.45,50.4,69.21,118.98,0.53,208.32,106.38,1050.0,Industrials,1.9632449708591841,1.7553370314338543,0.49805194805194786,Ticker:HURN<br>Subsector:Consulting Services<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-01 11:09:35<br>averageVolume10days:196950<br>Down:0.49805194805194786,9.961038961038957,
454,H,2020-06-05 12:40:46,Sell,Lodging,1215050,66.34,51.83,43.64,55.05,89.27,27.0,11.0,1612.0,1392.0,6050.0,Consumer Cyclical,1.165948275862069,60.111111111111114,0.3456436539041301,Ticker:H<br>Subsector:Lodging<br>YF Recomm:Sell<br>YF Recomm Date:2020-06-05 12:40:46<br>averageVolume10days:1215050<br>Down:0.3456436539041301,6.912873078082602,
456,IBN,2016-10-24 10:28:16,Buy,Banks—Regional,12291662,9.64,8.96,7.72,11.38,15.07,6874.25,0.0,30116.0,6427.33,30480.0,Financial Services,4.68561595561454,4.380987016765466,0.5632780082987552,Ticker:IBN<br>Subsector:Banks—Regional<br>YF Recomm:Buy<br>YF Recomm Date:2016-10-24 10:28:16<br>averageVolume10days:12291662<br>Down:0.5632780082987552,11.265560165975103,#09f349
457,ICUI,2020-05-13 10:02:27,Overweight,Medical Instruments & Supplies,168285,195.3,213.34,202.55,180.56,186.9,-4.12,0.0,0.0,192.99,4160.0,Healthcare,0.0,-0.0,0.09237071172555034,Ticker:ICUI<br>Subsector:Medical Instruments & Supplies<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-13 10:02:27<br>averageVolume10days:168285<br>Down:0.09237071172555034,1.8474142345110067,
465,INCY,2020-05-19 11:28:25,Neutral,Biotechnology,2102800,93.17,100.99,74.18,73.84,90.16,632.59,18.3,31.92,456.54,21480.0,Healthcare,0.11000131423314495,0.07938791318231397,0.08393259632929051,Ticker:INCY<br>Subsector:Biotechnology<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-19 11:28:25<br>averageVolume10days:2102800<br>Down:0.08393259632929051,1.6786519265858102,
466,NGVT,2020-05-01 14:07:10,Equal-Weight,Specialty Chemicals,447512,57.95,47.74,35.12,37.83,90.08,160.9,22.5,1228.4,312.9,2390.0,Basic Materials,3.997762863534676,7.774394033561219,0.5544434857635892,Ticker:NGVT<br>Subsector:Specialty Chemicals<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-01 14:07:10<br>averageVolume10days:447512<br>Down:0.5544434857635892,11.088869715271784,
467,INGN,2020-06-01 09:10:35,Market Perform,Medical Devices,320862,38.75,50.26,48.99,43.85,70.87,37.2,2.01,4.7,33.62,850.0,Healthcare,0.1995835812016657,0.1803763440860215,0.8289032258064517,Ticker:INGN<br>Subsector:Medical Devices<br>YF Recomm:Market Perform<br>YF Recomm Date:2020-06-01 09:10:35<br>averageVolume10days:320862<br>Down:0.8289032258064517,16.578064516129032,
471,PODD,2020-05-08 12:53:54,Equal-Weight,Medical Devices,639428,171.84,192.89,159.17,165.07,170.9,-72.5,0.0,887.9,113.5,11850.0,Healthcare,7.822907488986784,-12.246896551724138,0.1224976722532587,Ticker:PODD<br>Subsector:Medical Devices<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-08 12:53:54<br>averageVolume10days:639428<br>Down:0.1224976722532587,2.449953445065174,
474,IPAR,2020-05-13 12:43:44,Neutral,Household & Personal Products,134925,49.75,44.33,40.32,50.33,70.44,64.96,12.33,10.73,113.88,1510.0,Consumer Defensive,0.2024938531787847,0.3549876847290641,0.4158793969849246,Ticker:IPAR<br>Subsector:Household & Personal Products<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-13 12:43:44<br>averageVolume10days:134925<br>Down:0.4158793969849246,8.317587939698491,
477,IP,2020-05-26 11:50:35,Hold,Packaging & Containers,3145050,39.14,32.85,29.68,32.91,45.0,1654.0,639.0,10015.0,3109.0,14510.0,Consumer Cyclical,3.4268253457703444,6.4413542926239415,0.14971895758814502,Ticker:IP<br>Subsector:Packaging & Containers<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-26 11:50:35<br>averageVolume10days:3145050<br>Down:0.14971895758814502,2.9943791517629004,
